white_rank,white_username,white_elo,result,black_rank,black_username,black_elo,filename,date,day,month,year,white_result,black_result,type
GM,Hikaru,3276,1 - 0,GM,Beca95,2990,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,MITerryble,3011,½ - ½,GM,DrVelja,2963,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,penguingm1,2982,1 - 0,GM,Chopper1905,2890,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,tptagain,2995,1 - 0,GM,FGHSMN,2857,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Zhigalko_Sergei,2912,0 - 1,GM,frederiksvane,3060,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,rednova1729,2987,1 - 0,GM,Shankland,2903,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ukchessbomber,2682,½ - ½,IM,MolecularChemist,2928,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,sergiochess83,2974,1 - 0,GM,Javokhir_Sindarov05,3126,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
CM,stollenmonster,2921,0 - 1,GM,Msb2,3112,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Durarbayli,2925,0 - 1,GM,spicycaterpillar,3072,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,1 - 0,IM,MatthewG-p4p,2948,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,mishanick,3038,½ - ½,GM,platy3,3018,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,Jospem,3102,1 - 0,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,jefferyx,3067,1 - 0,GM,alexrustemov,2899,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ilqar_74,2849,0 - 1,GM,GM_dmitrij,3002,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,Ramosha,2727,0 - 1,GM,fireheart92,3023,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,DanielNaroditsky,3049,1 - 0,GM,AryanTari,2977,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Eduard_Limonov,2887,0 - 1,GM,GMG,2743,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,AlexTruskavetsky,2717,0 - 1,IM,Kacparov,2986,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Revan_2002,2747,0 - 1,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,rasmussvane,2941,1 - 0,IM,Sokoloco,2659,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,HeartAblaze,2844,1 - 0,IM,xasid81,2666,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,saikrishnaReturns,2709,0 - 1,GM,Jakhongir-Vakhidov,3002,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,MagnusCarlsen,3313,1 - 0,GM,Hikaru,3276,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,FairChess_on_YouTube,3064,1 - 0,GM,tptagain,2995,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,rednova1729,2987,0 - 1,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,spicycaterpillar,3072,0 - 1,GM,frederiksvane,3060,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Msb2,3112,½ - ½,GM,fireheart92,3023,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,DrVelja,2963,1 - 0,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,MolecularChemist,2928,1 - 0,GM,Jospem,3102,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,jefferyx,3067,1 - 0,GM,sergiochess83,2974,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Beca95,2990,0 - 1,IM,MITerryble,3011,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,GM_dmitrij,3002,1 - 0,FM,ukchessbomber,2682,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,GMG,2743,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,moro182,2901,0 - 1,GM,mishanick,3038,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,FGHSMN,2857,½ - ½,GM,tjallkompall,2852,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,Vuk2000,2859,0 - 1,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Shankland,2903,1 - 0,GM,MarkusRagger,2844,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Chopper1905,2890,1 - 0,FM,Dhaydon19,2708,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Kacparov,2986,1 - 0,GM,Hamisandwich,2773,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Kirill_Klukin,2914,1 - 0,GM,Aygehovit1992,2723,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Evgeny81,2787,½ - ½,GM,rasmussvane,2941,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,platy3,3018,½ - ½,IM,Zurability,2706,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,hakanazeri2,2728,1 - 0,GM,HeartAblaze,2844,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Jakhongir-Vakhidov,3002,0 - 1,FM,ozates,2635,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,AryanTari,2977,1 - 0,GM,Kira170,2760,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
CM,stollenmonster,2921,0 - 1,NM,amanmuhammethommadov,2775,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,LikeWater,2785,1 - 0,GM,Durarbayli,2925,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,penguingm1,2982,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,frederiksvane,3060,½ - ½,GM,FairChess_on_YouTube,3064,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,GM_dmitrij,3002,0 - 1,GM,jefferyx,3067,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,MITerryble,3011,1 - 0,IM,MolecularChemist,2928,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Hikaru,3276,½ - ½,GM,DrVelja,2963,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,DanielNaroditsky,3049,1 - 0,GM,tptagain,2995,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Chopper1905,2890,0 - 1,GM,Msb2,3112,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,mishanick,3038,1 - 0,IM,Kacparov,2986,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,fireheart92,3023,1 - 0,IM,Kirill_Klukin,2914,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Zhigalko_Sergei,2912,0 - 1,GM,rednova1729,2987,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,ozates,2635,0 - 1,GM,Shankland,2903,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,hakanazeri2,2728,0 - 1,GM,spicycaterpillar,3072,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,tjallkompall,2852,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,AlexPapasimakopoulos,2723,0 - 1,GM,FGHSMN,2857,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,K_A_S_T_O_R,2838,1 - 0,GM,AryanTari,2977,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
NM,amanmuhammethommadov,2775,1 - 0,IM,MatthewG-p4p,2948,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,rasmussvane,2941,1 - 0,IM,LikeWater,2785,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Beca95,2990,1 - 0,GM,Evgeny81,2787,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,Bob_2004,2724,0 - 1,GM,TigrVShlyape,2866,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,FaustinoOro,3043,1 - 0,FM,ukchessbomber,2682,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,HeartAblaze,2844,1 - 0,CM,jaskol95,2638,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ChessicallyInclined,2841,0 - 1,GM,Jakhongir-Vakhidov,3002,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,hasagoodchesser,2724,1 - 0,GM,Paralinch,2923,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
FM,ilqar_74,2849,0 - 1,IM,Boundless_Strike,2602,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,MagnusCarlsen,3313,1 - 0,GM,jefferyx,3067,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,FairChess_on_YouTube,3064,1 - 0,IM,MITerryble,3011,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,frederiksvane,3060,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Msb2,3112,1 - 0,GM,DrVelja,2963,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,fireheart92,3023,1 - 0,GM,mishanick,3038,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,Shankland,2903,1 - 0,GM,penguingm1,2982,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,rednova1729,2987,0 - 1,GM,Hikaru,3276,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,spicycaterpillar,3072,1 - 0,GM,rasmussvane,2941,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,TigrVShlyape,2866,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
FM,FaustinoOro,3043,1 - 0,GM,GM_dmitrij,3002,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,FGHSMN,2857,1 - 0,GM,K_A_S_T_O_R,2838,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,MolecularChemist,2928,0 - 1,NM,amanmuhammethommadov,2775,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Zurability,2706,1 - 0,GM,Beca95,2990,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,tptagain,2995,0 - 1,FM,hasagoodchesser,2724,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,Kacparov,2986,1 - 0,FM,hakanazeri2,2728,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
IM,Kirill_Klukin,2914,½ - ½,FM,Ramosha,2727,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
FM,ozates,2635,0 - 1,GM,HeartAblaze,2844,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
GM,Jakhongir-Vakhidov,3002,1 - 0,IM,Boundless_Strike,2602,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
CM,Statham,2692,½ - ½,FM,temus_galaktionov,2853,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
IM,StockFisher_HBK,2634,0 - 1,GM,Rodalquilar,2778,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,0,1,late
IM,zajka-molotok,2608,½ - ½,GM,MarkusRagger,2844,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,½,½,late
GM,AryanTari,2977,1 - 0,IM,LikeWater,2785,late-titled-tuesday-blitz-august-06-2024-4956449_pairings,august-06-2024,6,august,2024,1,0,late
GM,MagnusCarlsen,3313,1 - 0,NM,Itay121,2529,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,Zq1,2620,0 - 1,GM,Msb2,3112,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Jospem,3102,1 - 0,FM,Orest_Vovk,2521,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,Hananmo,2535,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
IM,Rud_Makarian,3013,1 - 0,FM,Schattman,2524,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,vugarrasulov,2933,1 - 0,IM,santosalberto1987,2505,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,xakevicius91,2554,1 - 0,IM,MatthewG-p4p,2948,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
NM,ybothg,2483,0 - 1,IM,mbojan,2948,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
FM,FaustinoOro,3043,1 - 0,FM,biostatistician,2568,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,prime-morty,2657,0 - 1,GM,Njal28,3041,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,h4parah5,2946,1 - 0,IM,ural58,2512,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,djano,2622,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Msb2,3112,1 - 0,FM,Alexei_Gubajdullin,2740,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,Skatchkov_V,2802,0 - 1,GM,BogdanDeac,3106,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Javokhir_Sindarov05,3126,1 - 0,IM,zajka-molotok,2608,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,SirStrateg,2638,0 - 1,GM,Oleksandr_Bortnyk,3111,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,jefferyx,3067,1 - 0,FM,Franmu14,2608,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
IM,Sl4werThanYou,2730,0 - 1,IM,Rud_Makarian,3013,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
FM,Truequitos,2553,0 - 1,GM,DanielNaroditsky,3049,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Polish_fighter3000,3057,1 - 0,WGM,Crazy_girl99,2678,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,Azerichess,3030,1 - 0,NM,subham777,2602,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,HajiyevKanan,2548,0 - 1,FM,FaustinoOro,3043,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Njal28,3041,1 - 0,FM,Viktoker,2497,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,dennisodessa,2543,0 - 1,GM,h4parah5,2946,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Igor_Janik,2869,½ - ½,IM,WilsonPalencia21,2497,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,½,½,late
FM,Patricius007,2566,0 - 1,GM,sergiochess83,2974,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
IM,Djager97,2508,0 - 1,GM,Zhigalko_Sergei,2912,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,MagnusCarlsen,3313,1 - 0,GM,MarkusRagger,2844,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,BogdanDeac,3106,1 - 0,FM,FMJoseHerrera,2733,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
IM,tsvet2005,2859,0 - 1,GM,Javokhir_Sindarov05,3126,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Oleksandr_Bortnyk,3111,1 - 0,IM,SchmakAttack,2800,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
IM,dedpihto_v_kozhanom_palto,2743,0 - 1,GM,jefferyx,3067,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
IM,Rud_Makarian,3013,1 - 0,CM,Statham,2692,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,DanielNaroditsky,3049,1 - 0,IM,Individoom,2709,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,greekplayer1,2737,1 - 0,GM,Polish_fighter3000,3057,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,jcibarra,2970,1 - 0,IM,DragonB70,2723,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
IM,GelmanAlexander,2719,1 - 0,GM,Azerichess,3030,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
GM,mishanick,3038,1 - 0,GM,Mikhail_Golubev,2598,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
CM,RantomOpening,2574,1 - 0,IM,mbojan,2948,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,FaustinoOro,3043,0 - 1,IM,saikrishnaReturns,2709,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
FM,ozates,2635,0 - 1,GM,Njal28,3041,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,h4parah5,2946,1 - 0,FM,ArtemDyachuk,2673,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
CM,KogotBobra17,2837,0 - 1,IM,Kacparov,2986,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,sergiochess83,2974,0 - 1,CM,ArmanGhevondyanchess,2597,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
IM,CarlosjPineror,2726,1 - 0,CM,stollenmonster,2921,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,GP9isback23,2743,0 - 1,GM,rasmussvane,2941,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,hansen,2969,1 - 0,IM,xasid81,2666,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,Makswolf200817,2760,0 - 1,IM,klimkoj,2930,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
FM,artin10862,2960,1 - 0,NM,chessforthesun,2636,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,1,0,late
FM,Gangsterrito,2683,0 - 1,GM,baki83,2889,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,alexrustemov,2899,0 - 1,GM,MagnusCarlsen,3313,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
GM,Msb2,3112,0 - 1,GM,vladislavkovalev,2875,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,0,1,late
IM,Szparu,2863,½ - ½,GM,BogdanDeac,3106,late-titled-tuesday-blitz-august-13-2024-4975055_pairings,august-13-2024,13,august,2024,½,½,late
